Gene_Symbol,Uniprot_Acc,Omim ID,Ensemble Gene ID
RCE1,Q9Y256,605385,ENSG00000173653
IGSF10,Q6WRI0,617351,ENSG00000152580
CARM1,Q86X55,603934,ENSG00000142453
NIPSNAP1,Q9BPW8,603249,ENSG00000184117
POLR2D,O15514,606017,ENSG00000144231
PTK6,Q13882,602004,ENSG00000101213
CDK11A,Q9UQ88,116951,ENSG00000008128
CDK11B,P21127-2,176873,ENSG00000248333
ANKZF1,Q9H8Y5,617541,ENSG00000163516
CASKIN2,Q8WXE0,612185,ENSG00000177303
LSM7,Q9UK45,607287,ENSG00000130332
CASKIN1,Q8WXD9,612184,ENSG00000167971
ATG4C,Q96DT6,611339,ENSG00000125703
TTC21A,Q8NDW8-7,611430,ENSG00000168026
TTC21B,Q7Z4L5,612014,ENSG00000123607
TRAPPC9,Q96Q05-2,611966,ENSG00000167632
VEGFA,P15692-11,192240,ENSG00000112715
RIC8B,Q9NVN3-1,609147,ENSG00000111785
RIC8A,Q9NPQ8,609146,ENSG00000177963
CORO1B,Q9BR76,609849,ENSG00000172725
DDX46,Q7L014,617848,ENSG00000145833
CORO1A,P31146,605000,ENSG00000102879
CORO1C,Q9ULV4-3,605269,ENSG00000110880
CLTB,P09497-2,118970,ENSG00000175416
SQSTM1,Q13501,601530,ENSG00000161011
MRPL9,Q9BYD2,611824,ENSG00000143436
FBRS,J3KNZ9,608601,ENSG00000156860
CADM1,Q9BY67-3,605686,ENSG00000182985
WRNIP1,Q96S55,608196,ENSG00000124535
GPRASP2,Q96D09,300969,ENSG00000158301
GPRASP1,Q5JY77,300417,ENSG00000198932
LIAS,O43766,607031,ENSG00000121897
DDC,P20711,107930,ENSG00000132437
CT47A1,Q5JQC4,300780,ENSG00000236371
PES1,O00541,605819,ENSG00000100029
PES1,O00541-2,605819,ENSG00000100029
MARVELD3,Q96A59-2,614094,ENSG00000140832
MARVELD3,Q96A59,614094,ENSG00000140832
GPT2,Q8TD30,138210,ENSG00000166123
GPT,P24298,138200,ENSG00000167701
NME7,Q9Y5B8,613465,ENSG00000143156
STAM,Q92783,601899,ENSG00000136738
STAM2,O75886,606244,ENSG00000115145
EXPH5,Q8NEV8,612878,ENSG00000110723
RTKN,Q9BST9,602288,ENSG00000114993
COL9A3,Q14050,120270,ENSG00000092758
AMMECR1,Q9Y4X0,300195,ENSG00000101935
DTL,Q9NZJ0,610617,ENSG00000143476
NAGPA,Q9UK23,607985,ENSG00000103174
MED14,O60244,300182,ENSG00000180182
NAGK,Q9UJ70-2,606828,ENSG00000124357
SEC14L2,O76054,607558,ENSG00000100003
MTFP1,Q9UDX5,610235,ENSG00000242114
ANXA3,P12429,106490,ENSG00000138772
TAF10,Q12962,600475,ENSG00000166337
MATK,P42679-2,600038,ENSG00000007264
CDK12,Q9NYV4,615514,ENSG00000167258
FYN,P06241,137025,ENSG00000010810
FGFR3,P22607-2,134934,ENSG00000068078
CDK2,P24941,116953,ENSG00000123374
CDK13,Q14004,603309,ENSG00000065883
SRC,P12931-2,190090,ENSG00000197122
YES1,J3QRU1,164880,ENSG00000176105
LCK,P06239-3,153390,ENSG00000182866
CDK9,P50750-2,603251,ENSG00000136807
LYN,P07948,165120,ENSG00000254087
MST1R,Q04912,600168,ENSG00000164078
CDK6,Q00534,603368,ENSG00000105810
FGFR4,P22455,134935,ENSG00000160867
CDK16,Q00536-2,311550,ENSG00000102225
MET,P08581,164860,ENSG00000105976
CDK1,P06493,116940,ENSG00000170312
CDK5,Q00535,123831,ENSG00000164885
STK3,Q13188,605030,ENSG00000104375
STK4,Q13043,604965,ENSG00000101109
CDK3,Q00526,123828,ENSG00000250506
CDK4,P11802,123829,ENSG00000135446
PRKD2,Q9BZL6,607074,ENSG00000105287
PRKD1,Q15139,605435,ENSG00000184304
CDKL5,O76039,300203,ENSG00000008086
CDK18,Q07002-3,169190,ENSG00000117266
CDK17,Q00537,603440,ENSG00000059758
CDK10,Q15131,603464,ENSG00000185324
PRKD3,O94806,607077,ENSG00000115825
FGFR2,P21802-11,176943,ENSG00000066468
FGFR1,P11362-21,136350,ENSG00000077782
HCK,P08631,142370,ENSG00000101336
FRK,P42685,606573,ENSG00000111816
CHUK,O15111,600664,ENSG00000213341
IKBKB,O14920,603258,ENSG00000104365
CDK14,O94921,610679,ENSG00000058091
CSK,P41240,124095,ENSG00000103653
SYK,P43405,600085,ENSG00000165025
ZAP70,P43403,176947,ENSG00000115085
ANKK1,Q8NFD2,608774,ENSG00000170209
STK36,Q9NRP7,607652,ENSG00000163482
USP7,Q93009,602519,ENSG00000187555
PLCG1,P19174-2,172420,ENSG00000124181
MED22,Q15528,185641,ENSG00000148297
CRYZ,Q08257,123691,ENSG00000116791
KIR3DP1,A8MWS1,610604,ENSG00000264257
ST7,Q9NRC1,600833,ENSG00000004866
KIDINS220,Q9ULH0-4,615759,ENSG00000134313
ARL1,P40616,603425,ENSG00000120805
CCNB2,O95067,602755,ENSG00000157456
CCNB1,P14635,123836,ENSG00000134057
PARG,Q86W56,603501,ENSG00000227345
AZGP1,P25311,194460,ENSG00000160862
LOXL3,P58215,607163,ENSG00000115318
FTCD,O95954,606806,ENSG00000160282
FAM83H,Q6ZRV2,611927,ENSG00000180921
INPP5F,Q9Y2H2,609389,ENSG00000198825
NHLRC2,Q8NBF2,618277,ENSG00000196865
DNAJC11,Q9NVH1,614827,ENSG00000007923
ANGPTL4,Q9BY76,605910,ENSG00000167772
EIF2AK3,Q9NZJ5,604032,ENSG00000172071
SBNO1,A3KN83,614274,ENSG00000139697
SBNO2,Q9Y2G9,615729,ENSG00000064932
XIAP,P98170,300079,ENSG00000101966
COL4A2,P08572,120090,ENSG00000134871
PECR,Q9BY49,605843,ENSG00000115425
CASC3,O15234,606504,ENSG00000108349
DPEP1,P16444,179780,ENSG00000015413
METTL9,Q9H1A3,609388,ENSG00000197006
NAT10,Q9H0A0,609221,ENSG00000135372
PTPN6,P29350-3,176883,ENSG00000111679
BIRC2,Q13490,601712,ENSG00000110330
INSM1,Q01101,600010,ENSG00000173404
SYNGR1,O43759-2,603925,ENSG00000100321
SIRT1,Q96EB6,604479,ENSG00000096717
HSPB6,O14558,610695,ENSG00000004776
RBBP5,Q15291,600697,ENSG00000117222
SP6,Q3SY56,608613,ENSG00000189120
PPP1R16A,Q96I34,609172,ENSG00000160972
PUS1,Q9Y606,608109,ENSG00000177192
RUSC2,Q8N2Y8,611053,ENSG00000198853
EIF4EBP1,Q13541,602223,ENSG00000187840
RENBP,P51606,312420,ENSG00000102032
XPO5,Q9HAV4,607845,ENSG00000124571
NEK9,Q8TD19,609798,ENSG00000119638
PPTC7,Q8NI37,609668,ENSG00000196850
SMARCAD1,Q9H4L7-2,612761,ENSG00000163104
TRAPPC4,Q9Y296,610971,ENSG00000196655
REEP4,Q9H6H4,609349,ENSG00000168476
REEP3,Q6NUK4,609348,ENSG00000165476
FBP1,P09467,611570,ENSG00000165140
FBP2,O00757,603027,ENSG00000130957
MCEE,Q96PE7,608419,ENSG00000124370
ADAM19,Q9H013-2,603640,ENSG00000135074
SLC45A4,Q5BKX6,619581,ENSG00000022567
FOXD3,Q9UJU5,611539,ENSG00000187140
FOXD2,O60548,602211,ENSG00000186564
FOXJ3,Q9UPW0,616035,ENSG00000198815
FOXJ2,Q9P0K8,619162,ENSG00000065970
FOXN3,O00409,602628,ENSG00000053254
FOXC1,Q12948,601090,ENSG00000054598
FOXC2,Q99958,602402,ENSG00000176692
FOXG1,P55316,164874,ENSG00000176165
CENPH,Q9H3R5,605607,ENSG00000153044
PSTPIP1,O43586,606347,ENSG00000140368
PHLDA1,Q8WV24,605335,ENSG00000139289
HS6ST1,O60243,604846,ENSG00000136720
HS6ST2,Q96MM7-4,300545,ENSG00000171004
MEGF8,Q7Z7M0,604267,ENSG00000105429
SYNGR2,O43760,603926,ENSG00000108639
CDHR5,Q9HBB8,606839,ENSG00000099834
SASH1,O94885,607955,ENSG00000111961
SAMSN1,Q9NSI8,607978,ENSG00000155307
FBXL17,Q9UF56,609083,ENSG00000145743
DNAJB12,Q9NXW2,608376,ENSG00000148719
DNAJB1,P25685,604572,ENSG00000132002
DNAJB4,Q9UDY4,611327,ENSG00000162616
ZRANB2,O95218-2,604347,ENSG00000132485
SRXN1,Q9BYN0,617583,ENSG00000271303
SYTL4,Q96C24,300723,ENSG00000102362
SCIN,Q9Y6U3,613416,ENSG00000006747
NPM3,O75607,606456,ENSG00000107833
HLTF,Q14527,603257,ENSG00000071794
TPST1,O60507,603125,ENSG00000169902
TPST2,O60704,603126,ENSG00000128294
JRKL,Q9Y4A0,603211,ENSG00000183340
TIGD2,Q4W5G0,612973,ENSG00000180346
ACAT2,Q9BWD1,100678,ENSG00000120437
YARS2,Q9Y2Z4,610957,ENSG00000139131
DNAH11,Q96DT5,603339,ENSG00000105877
DNAH9,Q9NYC9,603330,ENSG00000007174
VBP1,P61758,300133,ENSG00000155959
CAMKV,Q8NCB2,614993,ENSG00000164076
DAP,P51397,600954,ENSG00000112977
PTCD3,Q96EY7,614918,ENSG00000132300
VDR,P11473-2,601769,ENSG00000111424
FREM2,Q5SZK8,608945,ENSG00000150893
CLIC5,Q9NZA1,607293,ENSG00000112782
CLIC2,O15247,300138,ENSG00000155962
CLIC4,Q9Y696,606536,ENSG00000169504
CLIC6,Q96NY7,615321,ENSG00000159212
GDPGP1,Q6ZNW5,619240,ENSG00000183208
COL6A1,P12109,120220,ENSG00000142156
COX6C,P09669,124090,ENSG00000164919
NEIL2,Q969S2,608933,ENSG00000154328
PARK7,Q99497,602533,ENSG00000116288
MCM7,P33993,600592,ENSG00000166508
LCORL,Q8N3X6,611799,ENSG00000178177
UBR2,Q8IWV8,609134,ENSG00000024048
RIOK3,O14730,603579,ENSG00000101782
AHCY,P23526,180960,ENSG00000101444
AHCYL2,Q96HN2,616520,ENSG00000158467
AHCYL1,O43865,607826,ENSG00000168710
CUL1,Q13616,603134,ENSG00000055130
MCM5,P33992,602696,ENSG00000100297
SMIM20,Q8N5G0,617465,ENSG00000250317
MCM2,P49736,116945,ENSG00000073111
SLC29A1,Q99808,602193,ENSG00000112759
RPL10A,P62906,615660,ENSG00000198755
SHB,Q15464,600314,ENSG00000107338
SLC4A1AP,Q9BWU0,602655,ENSG00000163798
ADRM1,Q16186,610650,ENSG00000130706
DCBLD2,Q96PD2-2,608698,ENSG00000057019
TGFB1I1,O43294,602353,ENSG00000140682
DNAJC10,Q8IXB1,607987,ENSG00000077232
NSA2,O95478,612497,ENSG00000164346
ZFAND2B,Q8WV99,613474,ENSG00000158552
SOD3,P08294,185490,ENSG00000109610
PRODH2,Q9UF12,616377,ENSG00000250799
NAALADL2,Q58DX5,608806,ENSG00000177694
RSRC1,Q96IZ7,613352,ENSG00000174891
SSH2,Q76I76,606779,ENSG00000141298
SSH1,Q8WYL5,606778,ENSG00000084112
FRMPD3,Q5JV73,301005,ENSG00000147234
IL1RAP,Q9NPH3,602626,ENSG00000196083
IL1RAP,Q9NPH3-5,602626,ENSG00000196083
FAAH,O00519,602935,ENSG00000117480
PRMT6,Q96LA8,608274,ENSG00000198890
DKC1,O60832,300126,ENSG00000130826
SCD5,Q86SK9,608370,ENSG00000145284
ADARB1,P78563,601218,ENSG00000197381
ISY1,Q9ULR0-1,612764,ENSG00000240682
BET1,O15155,605456,ENSG00000105829
ZBED4,O75132,612552,ENSG00000100426
OSGEPL1,Q9H4B0,619634,ENSG00000128694
RANBP10,Q6VN20,614031,ENSG00000141084
RANBP9,Q96S59,603854,ENSG00000010017
ACADVL,P49748-3,609575,ENSG00000072778
TRHDE,Q9UKU6,606950,ENSG00000072657
MPP3,Q13368,601114,ENSG00000161647
MPP7,Q5T2T1,610973,ENSG00000150054
IPO11,Q9UI26-2,610889,ENSG00000086200
DPP3,Q9NY33,606818,ENSG00000254986
CPT2,P23786,600650,ENSG00000157184
TIMM9,Q9Y5J7,607384,ENSG00000100575
VPS33A,Q96AX1,610034,ENSG00000139719
ALKBH6,Q3KRA9-2,613304,ENSG00000239382
BRI3BP,Q8WY22,615627,ENSG00000184992
MRPS18A,Q9NVS2,611981,ENSG00000096080
E2F3,O00716,600427,ENSG00000112242
E2F2,Q14209,600426,ENSG00000007968
DGCR8,Q8WYQ5,609030,ENSG00000128191
EXOSC6,Q5RKV6,606490,ENSG00000223496
A2ML1,A8K2U0,610627,ENSG00000166535
VPS33B,Q9H267,608552,ENSG00000184056
MBTPS1,Q14703,603355,ENSG00000140943
TSKU,Q8WUA8,608015,ENSG00000182704
SCARF1,Q14162,607873,ENSG00000074660
POU2F2,H0YKT2,164176,ENSG00000028277
POU3F3,P20264,602480,ENSG00000198914
POU3F2,P20265,600494,ENSG00000184486
POU2F1,P14859-2,164175,ENSG00000143190
POU3F1,Q03052,602479,ENSG00000185668
POU1F1,P28069-2,173110,ENSG00000064835
PDZK1,Q5T2W1,603831,ENSG00000174827
PDZD11,Q5EBL8-2,300632,ENSG00000120509
RHOC,P08134,165380,ENSG00000155366
RHOA,P61586,165390,ENSG00000067560
PPM1H,Q9ULR3,616016,ENSG00000111110
RHOB,P62745,165370,ENSG00000143878
CD59,P13987,107271,ENSG00000085063
PRSS21,Q9Y6M0,608159,ENSG00000007038
HTRA2,O43464,606441,ENSG00000115317
HTRA3,P83110,608785,ENSG00000170801
CENPT,Q96BT3,611510,ENSG00000102901
MTX3,Q5HYI7,619336,ENSG00000177034
SLC37A4,O43826-2,602671,ENSG00000137700
ZNF644,Q9H582,614159,ENSG00000122482
PRPSAP1,Q14558-2,601249,ENSG00000161542
PRPSAP2,O60256,603762,ENSG00000141127
ENDOG,Q14249,600440,ENSG00000167136
DSTYK,Q6XUX3,612666,ENSG00000133059
MRPL45,Q9BRJ2,611850,ENSG00000278845
SLC22A23,A1A5C7,611697,ENSG00000137266
BHMT2,Q9H2M3,605932,ENSG00000132840
BHMT,Q93088,602888,ENSG00000145692
TRMU,O75648,610230,ENSG00000100416
LRP4,O75096,604270,ENSG00000134569
COL16A1,Q07092,120326,ENSG00000084636
COL22A1,Q8NFW1,610026,ENSG00000169436
CHAC2,Q8WUX2,617446,ENSG00000143942
PRICKLE3,O43900,300111,ENSG00000012211
PRICKLE2,Q7Z3G6,608501,ENSG00000163637
CD2AP,Q9Y5K6,604241,ENSG00000198087
GSTK1,Q9Y2Q3,602321,ENSG00000197448
KIAA1958,Q8N8K9-2,617390,ENSG00000165185
ZDHHC2,Q9UIJ5,618621,ENSG00000104219
ZDHHC20,Q5W0Z9,617972,ENSG00000180776
ZDHHC20,Q5W0Z9-3,617972,ENSG00000180776
CCT6A,P40227,104613,ENSG00000146731
MFGE8,Q08431,602281,ENSG00000140545
MAVS,Q7Z434,609676,ENSG00000088888
FRMD5,Q7Z6J6,616309,ENSG00000171877
PLK4,O00444,605031,ENSG00000142731
TFPT,P0C1Z6,609519,ENSG00000105619
MUC6,Q6W4X9,158374,ENSG00000184956
NMNAT1,Q9HAN9,608700,ENSG00000173614
KLF4,O43474,602253,ENSG00000136826
PDPK1,O15530,605213,ENSG00000140992
RPL7,P18124,604166,ENSG00000147604
NFAT5,O94916-5,604708,ENSG00000102908
RPL22,P35268,180474,ENSG00000116251
RPL22,K7EMH1,180474,ENSG00000116251
EFEMP2,O95967,604633,ENSG00000172638
FMN1,Q68DA7,136535,ENSG00000248905
FMN1,Q68DA7-5,136535,ENSG00000248905
HS1BP3,Q53T59,609359,ENSG00000118960
FBXW9,Q5XUX1,609074,ENSG00000132004
TNK2,Q07912,606994,ENSG00000061938
COL9A2,Q14055,120260,ENSG00000049089
SORBS1,Q9BX66-11,605264,ENSG00000095637
SORBS1,Q9BX66-12,605264,ENSG00000095637
SORBS2,O94875-12,616349,ENSG00000154556
SORBS2,O94875-11,616349,ENSG00000154556
SMPD3,Q9NY59,605777,ENSG00000103056
MPDZ,O75970,603785,ENSG00000107186
FXR2,P51116,605339,ENSG00000129245
FMR1,Q06787-7,309550,ENSG00000102081
FMR1,Q06787-8,309550,ENSG00000102081
FXR1,B4DXZ6,600819,ENSG00000114416
FXR1,P51114-2,600819,ENSG00000114416
FRMD8,Q9BZ67,618337,ENSG00000126391
RCCD1,A6NED2,617997,ENSG00000166965
SMG9,Q9H0W8,613176,ENSG00000105771
DUSP12,Q9UNI6,604835,ENSG00000081721
PPP1R18,Q6NYC8,610990,ENSG00000146112
MAPRE1,Q15691,603108,ENSG00000101367
MAPRE2,Q15555-3,605789,ENSG00000166974
MAPRE3,Q9UPY8,605788,ENSG00000084764
PF4,P02776,173460,ENSG00000163737
MMAB,Q96EY8,607568,ENSG00000139428
PDSS1,Q5T2R2,607429,ENSG00000148459
ZNF385A,Q96PM9,609124,ENSG00000161642
DDX5,P17844,180630,ENSG00000108654
DDX17,Q92841,608469,ENSG00000100201
DDX3X,O00571,300160,ENSG00000215301
DDX3Y,O15523,400010,ENSG00000067048
DDX4,Q9NQI0,605281,ENSG00000152670
LATS2,Q9NRM7,604861,ENSG00000150457
LATS1,O95835,603473,ENSG00000131023
CDC42BPA,Q5VT25-2,603412,ENSG00000143776
CDC42BPB,Q9Y5S2,614062,ENSG00000198752
CDC42BPG,Q6DT37,613991,ENSG00000171219
CUL3,Q13618,603136,ENSG00000036257
DMPK,Q09013-1,605377,ENSG00000104936
COL23A1,Q86Y22,610043,ENSG00000050767
DTX2,Q86UW9,613141,ENSG00000091073
NPR1,P16066,108960,ENSG00000169418
NPR2,P20594,108961,ENSG00000159899
MTX1,Q13505,600605,ENSG00000173171
ATL1,Q8WXF7,606439,ENSG00000198513
ATL3,Q6DD88,609369,ENSG00000184743
ATL2,Q8NHH9,609368,ENSG00000119787
VSIG10L,Q86VR7-2,617740,ENSG00000186806
ZNF469,Q96JG9,612078,ENSG00000225614
GTPBP2,Q9BX10,607434,ENSG00000172432
EEFSEC,P57772,607695,ENSG00000132394
PGD,P52209,172200,ENSG00000142657
CNN2,Q99439,602373,ENSG00000064666
CNN3,Q15417,602374,ENSG00000117519
CNN1,P51911,600806,ENSG00000130176
GABPB1,Q06547,600610,ENSG00000104064
MPHOSPH8,Q99549,611626,ENSG00000196199
TSPYL4,Q9UJ04,619586,ENSG00000187189
DCP1A,Q9NPI6,607010,ENSG00000272886
ANAPC7,Q9UJX3,606949,ENSG00000196510
NIPA2,Q8N8Q9,608146,ENSG00000140157
RAD23A,P54725,600061,ENSG00000179262
RAD23B,P54727,600062,ENSG00000119318
HOOK2,Q96ED9-2,607824,ENSG00000095066
ALPP,P05187,171800,ENSG00000163283
ALPI,P09923,171740,ENSG00000163295
TBC1D24,Q9ULP9,613577,ENSG00000162065
ADAMTS5,Q9UNA0,605007,ENSG00000154736
SIRT2,Q8IXJ6,604480,ENSG00000068903
FAR2,Q96K12,616156,ENSG00000064763
FAR1,Q8WVX9,616107,ENSG00000197601
DPP10,Q8N608-3,608209,ENSG00000175497
ALG9,Q9H6U8-3,606941,ENSG00000086848
IRF3,Q14653,603734,ENSG00000126456
DHX33,Q9H6R0,614405,ENSG00000005100
LAPTM4B,Q86VI4,613296,ENSG00000104341
MAP2K1,Q02750,176872,ENSG00000169032
MAP2K2,P36507,601263,ENSG00000126934
TPPP,O94811,608773,ENSG00000171368
ACO2,Q99798,100850,ENSG00000100412
ATP9B,O43861,614446,ENSG00000166377
ATP9A,O75110,609126,ENSG00000054793
TTLL5,Q6EMB2,612268,ENSG00000119685
CLIC1,O00299,602872,ENSG00000213719
AKAP5,P24588,604688,ENSG00000179841
DUSP7,Q16829,602749,ENSG00000164086
ARPP21,Q9UBL0-3,605488,ENSG00000172995
R3HDM1,Q15032-2,619474,ENSG00000048991
R3HDM1,H7C2F9,619474,ENSG00000048991
E4F1,Q66K89,603022,ENSG00000167967
SDC4,P31431,600017,ENSG00000124145
SNRNP35,Q16560-2,619631,ENSG00000184209
RBM47,A0AV96,619104,ENSG00000163694
A1CF,Q9NQ94,618199,ENSG00000148584
COBLL1,Q53SF7,610318,ENSG00000082438
COBLL1,Q53SF7-2,610318,ENSG00000082438
PPIP5K1,Q6PFW1,610979,ENSG00000168781
PPIP5K2,O43314,611648,ENSG00000145725
BARHL2,Q9NY43,605212,ENSG00000143032
ARHGAP35,Q9NRY4,605277,ENSG00000160007
THBS2,P35442,188061,ENSG00000186340
THBS1,P07996,188060,ENSG00000137801
THBS4,P35443,600715,ENSG00000113296
COMP,P49747,600310,ENSG00000105664
THBS3,P49746,188062,ENSG00000169231
IL17RD,Q8NFM7,606807,ENSG00000144730
PTPRJ,Q12913,600925,ENSG00000149177
PTPRB,P23467-3,176882,ENSG00000127329
ATF4,P18848,604064,ENSG00000128272
DHX16,O60231,603405,ENSG00000204560
DHX8,Q14562,600396,ENSG00000067596
DHX15,O43143,603403,ENSG00000109606
DHX38,Q92620,605584,ENSG00000140829
ERN1,O75460,604033,ENSG00000178607
CCSER1,Q9C0I3,618934,ENSG00000184305
NUP153,P49790,603948,ENSG00000124789
OSTF1,Q92882,610180,ENSG00000134996
MYRF,Q9Y2G1,608329,ENSG00000124920
VWA8,A3KMH1,617509,ENSG00000102763
TNFRSF10A,O00220,603611,ENSG00000104689
CORO7,P57737-3,611668,ENSG00000262246
CORO7,P57737,611668,ENSG00000262246
GATA2,P23769,137295,ENSG00000179348
GATA1,P15976,305371,ENSG00000102145
GATA3,P23771-2,131320,ENSG00000107485
CCBE1,Q6UXH8,612753,ENSG00000183287
PSMG1,O95456,605296,ENSG00000183527
NIT2,Q9NQR4,616769,ENSG00000114021
SETDB1,Q15047,604396,ENSG00000143379
TRIP13,Q15645,604507,ENSG00000071539
FLVCR1,Q9Y5Y0,609144,ENSG00000162769
PHGDH,O43175,606879,ENSG00000092621
AKAP10,O43572,604694,ENSG00000108599
ICAM3,P32942,146631,ENSG00000076662
HS3ST1,O14792,603244,ENSG00000002587
CDC7,O00311,603311,ENSG00000097046
SOCS6,O14544,605118,ENSG00000170677
ITGAV,P06756,193210,ENSG00000138448
IL15RA,Q13261,601070,ENSG00000134470
CAPN6,Q9Y6Q1,300146,ENSG00000077274
SULT1C4,O75897,608357,ENSG00000198075
COLEC10,Q9Y6Z7,607620,ENSG00000184374
PHACTR2,J3KP75,608724,ENSG00000112419
PCDH19,Q8TAB3,300460,ENSG00000165194
NUP160,Q12769,607614,ENSG00000030066
MGAT2,Q10469,602616,ENSG00000168282
SUSD2,Q9UGT4,615825,ENSG00000099994
SCUBE2,Q9NQ36,611747,ENSG00000175356
DYNC2LI1,Q8TCX1,617083,ENSG00000138036
MED15,Q96RN5,607372,ENSG00000099917
TSR2,Q969E8,300945,ENSG00000158526
SLPI,P03973,107285,ENSG00000124107
TXNRD2,F5H2V0,606448,ENSG00000184470
TXNRD1,B7Z904,601112,ENSG00000198431
TXNRD1,E9PMY9,601112,ENSG00000198431
DECR1,Q16698,222745,ENSG00000104325
AURKA,O14965,603072,ENSG00000087586
AURKB,Q96GD4,604970,ENSG00000178999
EDEM2,Q9BV94,610302,ENSG00000088298
AOC1,P19801-2,104610,ENSG00000002726
RTEL1,Q9NZ71-8,608833,ENSG00000258366
RTEL1,F6WH68,608833,ENSG00000258366
F3,P13726,134390,ENSG00000117525
CCDC115,Q96NT0,613734,ENSG00000136710
CKMT1A,P12532,613415,ENSG00000223572
CKMT2,P17540,123295,ENSG00000131730
CKB,P12277,123280,ENSG00000166165
CKM,P06732,123310,ENSG00000104879
TRPV2,Q9Y5S1,606676,ENSG00000187688
HLA-DOB,P13765,600629,ENSG00000241106
ABCC4,O15439,605250,ENSG00000125257
ABCC3,O15438-4,604323,ENSG00000108846
ABCB8,Q9NUT2,605464,ENSG00000197150
ABCC1,P33527,158343,ENSG00000103222
ABCC8,Q09428-2,600509,ENSG00000006071
TAP2,Q03519,170261,ENSG00000204267
ABCB10,Q9NRK6,605454,ENSG00000135776
ABCC10,Q5T3U5,612509,ENSG00000124574
ABCC2,Q92887,601107,ENSG00000023839
ABCC5,O15440,605251,ENSG00000114770
GRB7,Q14451-3,601522,ENSG00000141738
ABCC6,O95255,603234,ENSG00000091262
PDCD6,O75340,601057,ENSG00000249915
PSMD14,O00487,607173,ENSG00000115233
ALDH8A1,Q9H2A2,606467,ENSG00000118514
METTL15,A6NJ78,618711,ENSG00000169519
PAF1,Q8N7H5,610506,ENSG00000006712
ARHGEF12,Q9NZN5,604763,ENSG00000196914
THAP11,Q96EK4,609119,ENSG00000168286
CPOX,P36551,612732,ENSG00000080819
WARS2,Q9UGM6,604733,ENSG00000116874
POLR2B,P30876,180661,ENSG00000047315
SPHK1,Q9NYA1-2,603730,ENSG00000176170
STARD10,Q9Y365,617382,ENSG00000214530
CMBL,Q96DG6,613379,ENSG00000164237
PCSK9,Q8NBP7,607786,ENSG00000169174
SFXN3,Q9BWM7,615571,ENSG00000107819
SFXN1,Q9H9B4,615569,ENSG00000164466
MEGF10,Q96KG7,612453,ENSG00000145794
RXRB,P28702-3,180246,ENSG00000204231
RXRG,P48443,180247,ENSG00000143171
RXRA,P19793,180245,ENSG00000186350
ACTL6A,O96019,604958,ENSG00000136518
ACTL6B,O94805,612458,ENSG00000077080
RET,P07949,164761,ENSG00000165731
ATE1,F5GXE4,607103,ENSG00000107669
ATE1,O95260,607103,ENSG00000107669
GAA,P10253,606800,ENSG00000171298
SGCB,Q16585,600900,ENSG00000163069
PTGIS,Q16647,601699,ENSG00000124212
CLDN7,O95471,609131,ENSG00000181885
CD101,Q93033,604516,ENSG00000134256
TRANK1,O15050,619316,ENSG00000168016
RPAP1,Q9BWH6,611475,ENSG00000103932
RPL5,P46777,603634,ENSG00000122406
WDR77,Q9BQA1,611734,ENSG00000116455
FUT11,Q495W5,616932,ENSG00000196968
AIP,O00170,605555,ENSG00000110711
RABL2B,Q9UNT1-2,605413,ENSG00000079974
NES,P48681,600915,ENSG00000132688
MICU1,Q9BPX6-3,605084,ENSG00000107745
HNF4A,P41235-4,600281,ENSG00000101076
ZNF335,Q9H4Z2,610827,ENSG00000198026
CDH4,P55283,603006,ENSG00000179242
CDH2,P19022,114020,ENSG00000170558
GPRC5A,Q8NFJ5,604138,ENSG00000013588
PRKCI,P41743,600539,ENSG00000163558
PRKCZ,Q05513,176982,ENSG00000067606
ECD,O95905-3,616464,ENSG00000122882
NDST1,P52848,600853,ENSG00000070614
NDST2,P52849,603268,ENSG00000166507
CSTF1,Q05048,600369,ENSG00000101138
WDR1,O75083,604734,ENSG00000071127
ELL,P55199,600284,ENSG00000105656
MFSD10,Q14728,610977,ENSG00000109736
TSPAN1,O60635,613170,ENSG00000117472
ARHGAP10,A1A4S6,609746,ENSG00000071205
ARHGAP42,A6NI28,615936,ENSG00000165895
ARHGAP26,Q9UNA1,605370,ENSG00000145819
FCRL3,Q96P31,606510,ENSG00000160856
LARP6,Q9BRS8,611300,ENSG00000166173
PREB,Q9HCU5,606395,ENSG00000138073
GTF3A,Q92664,600860,ENSG00000122034
FAH,P16930,613871,ENSG00000103876
CCT8,P50990,617786,ENSG00000156261
MALT1,Q9UDY8,604860,ENSG00000172175
SLX4,Q8IY92,613278,ENSG00000188827
DCN,P07585,125255,ENSG00000011465
BGN,P21810,301870,ENSG00000182492
SKIV2L,Q15477,600478,ENSG00000204351
COX4I1,P13073,123864,ENSG00000131143
KNTC1,P50748,607363,ENSG00000184445
ACSF3,Q4G176,614245,ENSG00000176715
FBXO28,Q9NVF7,609100,ENSG00000143756
STUB1,Q9UNE7,607207,ENSG00000103266
AP1M1,Q9BXS5,603535,ENSG00000072958
AP1M2,Q9Y6Q5-2,607309,ENSG00000129354
EGFL7,Q9UHF1,608582,ENSG00000172889
ATP13A3,Q9H7F0,610232,ENSG00000133657
ATP13A3,H7C1U7,610232,ENSG00000133657
SEMA6D,Q8NFY4,609295,ENSG00000137872
ATF1,P18846,123803,ENSG00000123268
