Gene_Symbol,Uniprot_Acc,Omim ID,Ensemble Gene ID
BOD1,Q96IK1,616745,ENSG00000145919
TRPM7,Q96QT4,605692,ENSG00000092439
TRPM6,Q9BX84,607009,ENSG00000119121
SORL1,Q92673,602005,ENSG00000137642
KLHL21,Q9UJP4,616262,ENSG00000162413
SRPK2,P78362-2,602980,ENSG00000135250
SRPK1,Q96SB4,601939,ENSG00000096063
AP2A1,O95782,601026,ENSG00000196961
AP2A2,O94973-2,607242,ENSG00000183020
RCN1,Q15293,602735,ENSG00000049449
BCAT2,O15382,113530,ENSG00000105552
ADD2,P35612,102681,ENSG00000075340
ADD1,P35611-3,102680,ENSG00000087274
ADD3,Q9UEY8,601568,ENSG00000148700
THSD7A,Q9UPZ6,612249,ENSG00000005108
PLXNA1,Q9UIW2,601055,ENSG00000114554
PLXNA4,Q9HCM2,604280,ENSG00000221866
PLXNA2,O75051,601054,ENSG00000076356
PLXNA3,P51805,300022,ENSG00000130827
SEL1L,Q9UBV2,602329,ENSG00000071537
ALDH4A1,P30038,606811,ENSG00000159423
MISP,Q8IVT2,615289,ENSG00000099812
UBR5,O95071,608413,ENSG00000104517
PPP1R12C,Q9BZL4,613245,ENSG00000125503
PPP1R12C,Q9BZL4-3,613245,ENSG00000125503
PPP1R12A,O14974-4,602021,ENSG00000058272
PPP1R12A,H0YHI8,602021,ENSG00000058272
PPP1R12B,O60237,603768,ENSG00000077157
YBX1,P67809,154030,ENSG00000065978
YBX2,Q9Y2T7,611447,ENSG00000006047
YBX3,P16989,603437,ENSG00000060138
YBX3,P16989-2,603437,ENSG00000060138
GOLGA1,Q92805,602502,ENSG00000136935
AKAP8,O43823,604692,ENSG00000105127
TMCO3,Q6UWJ1,617134,ENSG00000150403
CCDC137,Q6PK04,614271,ENSG00000185298
TOM1,O60784-2,604700,ENSG00000100284
TOM1,E7EPD0,604700,ENSG00000100284
KAZN,Q674X7-3,618301,ENSG00000189337
KAZN,Q674X7,618301,ENSG00000189337
IPP,Q9Y573,147485,ENSG00000197429
TPR,P12270,189940,ENSG00000047410
PCM1,Q15154-2,600299,ENSG00000078674
PCM1,E7ETA6,600299,ENSG00000078674
SLC20A2,Q08357,158378,ENSG00000168575
SLC20A1,Q8WUM9,137570,ENSG00000144136
GCFC2,P16383,189901,ENSG00000005436
ATF7IP,Q6VMQ6,613644,ENSG00000171681
LCA5,Q86VQ0,611408,ENSG00000135338
CALML3,P27482,114184,ENSG00000178363
CALM2,H0Y7A7,114182,ENSG00000143933
TNNC2,P02585,191039,ENSG00000101470
POM121,Q96HA1,615753,ENSG00000196313
POM121C,A8CG34,615754,ENSG00000272391
ASB6,Q9NWX5,615051,ENSG00000148331
FCHSD1,Q86WN1,617555,ENSG00000197948
MPO,P05164-3,606989,ENSG00000005381
EPX,P11678,131399,ENSG00000121053
NRSN2,Q9GZP1,610666,ENSG00000125841
BASP1,P80723,605940,ENSG00000176788
ID4,P47928,600581,ENSG00000172201
WBP2,Q969T9,606962,ENSG00000132471
CYHR1,E9PJD7,616635,ENSG00000187954
CYHR1,Q6ZMK1-4,616635,ENSG00000187954
PRKRA,O75569,603424,ENSG00000180228
CCAR2,Q8N163,607359,ENSG00000158941
UAP1,Q16222,602862,ENSG00000117143
TTC26,A0AVF1,617453,ENSG00000105948
EIF3B,P55884-2,603917,ENSG00000106263
NF2,P35240,607379,ENSG00000186575
TSPAN31,Q12999,181035,ENSG00000135452
TSPAN13,O95857,613139,ENSG00000106537
MELK,Q14680-6,607025,ENSG00000165304
MELK,Q14680-2,607025,ENSG00000165304
ALDH16A1,Q8IZ83,613358,ENSG00000161618
BMS1,Q14692,611448,ENSG00000165733
RIMS1,Q86UR5,606629,ENSG00000079841
RIMS3,Q9UJD0,611600,ENSG00000117016
EPS8,Q12929,600206,ENSG00000151491
MAP1B,P46821,157129,ENSG00000131711
MAP1A,P78559,600178,ENSG00000166963
ADK,P55263,102750,ENSG00000156110
PDIA5,Q14554,616942,ENSG00000065485
LAMA1,P25391,150320,ENSG00000101680
LAMA2,P24043,156225,ENSG00000196569
ERCC6L,Q2NKX8,300687,ENSG00000186871
GON4L,Q3T8J9,610393,ENSG00000116580
YY1AP1,Q9H869-9,607860,ENSG00000163374
BCL9,O00512,602597,ENSG00000116128
TONSL,Q96HA7,604546,ENSG00000160949
LTBP4,Q8N2S1,604710,ENSG00000090006
LTBP4,Q8N2S1-2,604710,ENSG00000090006
LTBP2,Q14767,602091,ENSG00000119681
DHX9,Q08211,603115,ENSG00000135829
NID1,P14543,131390,ENSG00000116962
NID2,Q14112,605399,ENSG00000087303
VLDLR,P98155,192977,ENSG00000147852
LDLR,P01130,606945,ENSG00000130164
LRP8,Q14114,602600,ENSG00000157193
LAMA3,Q16787,600805,ENSG00000053747
LAMA3,Q16787-1,600805,ENSG00000053747
LAMA5,O15230,601033,ENSG00000130702
EVPL,Q92817,601590,ENSG00000167880
PTMA,B8ZZW7,188390,ENSG00000187514
NR2F6,P10588,132880,ENSG00000160113
NR2F1,P10589,132890,ENSG00000175745
NR2F2,P24468,107773,ENSG00000185551
SPG7,Q9UQ90,602783,ENSG00000197912
PACSIN3,Q9UKS6,606513,ENSG00000165912
NCKAP1,Q9Y2A7-2,604891,ENSG00000061676
NCKAP1L,P55160,141180,ENSG00000123338
IDUA,P35475,252800,ENSG00000127415
KLC1,Q07866-6,600025,ENSG00000126214
KLC1,Q07866-3,600025,ENSG00000126214
KLC2,Q9H0B6,611729,ENSG00000174996
KLC3,Q6P597-3,601334,ENSG00000104892
HOOK3,Q86VS8,607825,ENSG00000168172
HOOK1,Q9UJC3,607820,ENSG00000134709
WDR70,Q9NW82,617233,ENSG00000082068
NUF2,Q9BZD4,611772,ENSG00000143228
TAGLN,Q01995,600818,ENSG00000149591
TAGLN3,Q9UI15,607953,ENSG00000144834
TAGLN2,P37802,604634,ENSG00000158710
HGS,O14964,604375,ENSG00000185359
CLTA,P09496-2,118960,ENSG00000122705
TBC1D8B,Q0IIM8,301027,ENSG00000133138
TXNDC15,Q96J42,617778,ENSG00000113621
GSTCD,Q8NEC7,615912,ENSG00000138780
PTMS,P20962,168440,ENSG00000159335
CCND1,P24385,168461,ENSG00000110092
CCND3,P30281,123834,ENSG00000112576
CCND2,P30279,123833,ENSG00000118971
TNFAIP2,Q03169,603300,ENSG00000185215
PPIL2,Q13356,607588,ENSG00000100023
NXT2,Q9NPJ8-3,300320,ENSG00000101888
NXT1,Q9UKK6,605811,ENSG00000132661
CHST7,Q9NS84,300375,ENSG00000147119
CTTNBP2NL,Q9P2B4,615100,ENSG00000143079
CTTNBP2,Q8WZ74,609772,ENSG00000077063
MTHFD1,P11586,172460,ENSG00000100714
MTHFD1L,Q6UB35,611427,ENSG00000120254
MTHFD1L,H0Y327,611427,ENSG00000120254
ZMYM2,Q9UBW7,602221,ENSG00000121741
ZMYM4,Q5VZL5,613568,ENSG00000146463
ZMYM3,Q14202,300061,ENSG00000147130
ZMYM6,O95789,613567,ENSG00000163867
ZMYM5,Q9UJ78,616443,ENSG00000132950
MGAT3,Q09327,604621,ENSG00000128268
PDCD6IP,Q8WUM4-2,608074,ENSG00000170248
TRPM2,O94759,603749,ENSG00000142185
TRPM4,Q8TD43,606936,ENSG00000130529
TAF12,Q16514-2,600773,ENSG00000120656
PRKCD,Q05655,176977,ENSG00000163932
PRKCE,Q02156,176975,ENSG00000171132
PRKCA,P17252,176960,ENSG00000154229
PRKCQ,Q04759,600448,ENSG00000065675
PRKCB,P05771-2,176970,ENSG00000166501
PRKCH,P24723,605437,ENSG00000027075
PRKCG,P05129,176980,ENSG00000126583
HAUS1,Q96CS2,608775,ENSG00000152240
LAMB3,Q13751,150310,ENSG00000196878
FHOD1,Q9Y613,606881,ENSG00000135723
LIMA1,Q9UHB6-4,608364,ENSG00000050405
LIMA1,Q9UHB6,608364,ENSG00000050405
SH3BP2,P78314-3,602104,ENSG00000087266
DPY19L1,Q2PZI1,613892,ENSG00000173852
SIT1,Q9Y3P8,604964,ENSG00000137078
MTR,Q99707,156570,ENSG00000116984
ARMCX4,F8W8Y7,301046,ENSG00000196440
ARMCX4,Q5H9R4,301046,ENSG00000196440
SVIL,O95425,604126,ENSG00000197321
SVIL,O95425-2,604126,ENSG00000197321
ZNF131,P52739,604073,ENSG00000172262
PHF10,Q8WUB8,613069,ENSG00000130024
AGPAT2,O15120,603100,ENSG00000169692
INTS10,Q9NVR2,611353,ENSG00000104613
VPS18,Q9P253,608551,ENSG00000104142
FAM83D,Q9H4H8,618380,ENSG00000101447
UBN1,Q9NPG3,609771,ENSG00000118900
CRISPLD2,Q9H0B8,612434,ENSG00000103196
FAM98B,Q52LJ0-2,616142,ENSG00000171262
AMOTL1,Q8IY63,614657,ENSG00000166025
AMOTL2,Q9Y2J4-2,614658,ENSG00000114019
AMOT,Q4VCS5,300410,ENSG00000126016
COL6A3,P12111,120250,ENSG00000163359
CNNM1,Q9NRU3,607802,ENSG00000119946
CNNM3,Q8NE01,607804,ENSG00000168763
CNNM2,Q9H8M5,607803,ENSG00000148842
CNNM4,Q6P4Q7,607805,ENSG00000158158
RBM28,Q9NW13,612074,ENSG00000106344
NOTCH1,P46531,190198,ENSG00000148400
NOTCH2,Q04721,600275,ENSG00000134250
NOTCH3,Q9UM47,600276,ENSG00000074181
USP8,P40818,603158,ENSG00000138592
PIK3CB,P42338,602925,ENSG00000051382
PIK3CD,O00329,602839,ENSG00000171608
PRODH,O43272,606810,ENSG00000100033
ASCC1,Q8N9N2-2,614215,ENSG00000138303
ATP12A,P54707-2,182360,ENSG00000075673
ATP1A1,P05023,182310,ENSG00000163399
ATP1A3,P13637-3,182350,ENSG00000105409
ATP1A2,P50993,182340,ENSG00000018625
ATP1A4,Q13733,607321,ENSG00000132681
MAN2A1,Q16706,154582,ENSG00000112893
MAN2A2,P49641,600988,ENSG00000196547
MYO18A,Q92614,610067,ENSG00000196535
LSS,P48449,600909,ENSG00000160285
PRUNE2,Q8WUY3-3,610691,ENSG00000106772
BNIP2,J3KN59,603292,ENSG00000140299
LIG4,P49917,601837,ENSG00000174405
XAB2,Q9HCS7,610850,ENSG00000076924
DNAJC17,Q9NVM6,616844,ENSG00000104129
VMAC,Q2NL98,617204,ENSG00000187650
BAIAP2L2,Q6UXY1,617536,ENSG00000128298
TGIF2LX,Q8IUE1,300411,ENSG00000153779
PFDN2,Q9UHV9,613466,ENSG00000143256
SCAMP2,O15127,606912,ENSG00000140497
PRPF6,O94906,613979,ENSG00000101161
ERAP2,Q6P179,609497,ENSG00000164308
POLE4,Q9NR33,607269,ENSG00000115350
GSR,P00390,138300,ENSG00000104687
LTN1,O94822-3,613083,ENSG00000198862
PCID2,Q5JVF3,613713,ENSG00000126226
MSTO1,Q9BUK6,617619,ENSG00000125459
CEP57,Q86XR8,607951,ENSG00000166037
IFT172,Q9UG01,607386,ENSG00000138002
MEX3C,Q5U5Q3,611005,ENSG00000176624
MEX3D,Q86XN8,611009,ENSG00000181588
GATC,O43716,617210,ENSG00000257218
MEX3B,Q6ZN04,611008,ENSG00000183496
MEX3A,A1L020,611007,ENSG00000254726
COX6A1,P12074,602072,ENSG00000111775
WDHD1,O75717,608126,ENSG00000198554
SCLY,Q96I15,611056,ENSG00000132330
GOLGA2,Q08379,602580,ENSG00000167110
GOLGA2,H0Y7B8,602580,ENSG00000167110
MTPAP,Q9NVV4,613669,ENSG00000107951
PDE2A,O00408,602658,ENSG00000186642
ACO1,P21399,100880,ENSG00000122729
SHPRH,Q149N8,608048,ENSG00000146414
SYVN1,Q86TM6,608046,ENSG00000162298
TGIF1,Q15583,602630,ENSG00000177426
TGIF2,Q9GZN2,607294,ENSG00000118707
SLCO4A1,Q96BD0,612436,ENSG00000101187
IGBP1,P78318,300139,ENSG00000089289
KIF5B,P33176,602809,ENSG00000170759
KIF5C,O60282,604593,ENSG00000168280
KIF5A,Q12840,602821,ENSG00000155980
TOM1L2,Q6ZVM7,615519,ENSG00000175662
SLC7A6OS,Q96CW6,619192,ENSG00000103061
GSE1,Q14687,616886,ENSG00000131149
GFRA3,O60609,605710,ENSG00000146013
KSR1,F8WEA9,601132,ENSG00000141068
KSR2,Q6VAB6,610737,ENSG00000171435
NEMF,O60524,608378,ENSG00000165525
FBXO38,Q6PIJ6,608533,ENSG00000145868
CCNK,O75909,603544,ENSG00000090061
TNKS1BP1,Q9C0C2,607104,ENSG00000149115
TSC22D1,Q15714,607715,ENSG00000102804
TSC22D1,Q15714-2,607715,ENSG00000102804
TSC22D4,Q9Y3Q8,611914,ENSG00000166925
TSC22D2,O75157,617724,ENSG00000196428
TSC22D3,Q99576-3,300506,ENSG00000157514
TYSND1,Q2T9J0,611017,ENSG00000156521
CLTC,Q00610,118955,ENSG00000141367
CLTC,J3KRF5,118955,ENSG00000141367
CLTCL1,P53675,601273,ENSG00000070371
NAT8L,Q8N9F0,610647,ENSG00000185818
APBB2,Q92870-4,602710,ENSG00000163697
APBB1,O00213,602709,ENSG00000166313
ACSS3,Q9H6R3,614356,ENSG00000111058
PFKFB4,Q16877,605320,ENSG00000114268
PFKFB3,Q16875,605319,ENSG00000170525
PFKFB2,O60825,171835,ENSG00000123836
FASN,P49327,600212,ENSG00000169710
POLD1,P28340,174761,ENSG00000062822
UACA,Q9BZF9,612516,ENSG00000137831
RAD18,Q9NS91,605256,ENSG00000070950
CEP112,Q8N8E3,618980,ENSG00000154240
RSL1D1,O76021,615874,ENSG00000171490
SLX4IP,Q5VYV7,615958,ENSG00000149346
FNBP1,Q96RU3-2,606191,ENSG00000187239
FCHO1,O14526,613437,ENSG00000130475
UGDH,O60701,603370,ENSG00000109814
COPB2,P35606,606990,ENSG00000184432
MDC1,Q14676,607593,ENSG00000137337
ZNF638,Q14966,614349,ENSG00000075292
SLC16A1,P53985,600682,ENSG00000155380
WDFY3,Q8IZQ1,617485,ENSG00000163625
NOLC1,Q14978-2,602394,ENSG00000166197
VPS13C,Q709C8,608879,ENSG00000129003
VPS13A,Q96RL7,605978,ENSG00000197969
VPS13A,Q96RL7-4,605978,ENSG00000197969
PALMD,Q9NP74,610182,ENSG00000099260
TM2D3,Q9BRN9,610014,ENSG00000184277
ATP6V0A2,Q9Y487,611716,ENSG00000185344
TCIRG1,Q13488,604592,ENSG00000110719
ATP6V0A1,Q93050-3,192130,ENSG00000033627
ATP6V0A4,Q9HBG4,605239,ENSG00000105929
GTF3C3,Q9Y5Q9,604888,ENSG00000119041
CNOT2,Q9NZN8,604909,ENSG00000111596
AHDC1,Q5TGY3,615790,ENSG00000126705
COQ5,Q5HYK3,616359,ENSG00000110871
RC3H1,Q5TC82,609424,ENSG00000135870
RC3H2,Q9HBD1-6,615231,ENSG00000056586
OXCT1,P55809,601424,ENSG00000083720
AADAT,Q8N5Z0,611754,ENSG00000109576
NUB1,Q9Y5A7,607981,ENSG00000013374
TARBP2,Q15633,605053,ENSG00000139546
GPR158,Q5T848,614573,ENSG00000151025
DYNC2H1,Q8NCM8,603297,ENSG00000187240
HNRNPM,P52272,160994,ENSG00000099783
HNRNPM,M0R019,160994,ENSG00000099783
TPRN,Q4KMQ1,613354,ENSG00000176058
GALNT12,Q8IXK2,610290,ENSG00000119514
GALNT2,Q10471,602274,ENSG00000143641
POC1B,Q8TC44,614784,ENSG00000139323
GALNT16,Q8N428,615132,ENSG00000100626
GALNT5,Q7Z7M9,615129,ENSG00000136542
GALNT14,Q96FL9-4,608225,ENSG00000158089
POC1A,Q8NBT0,614783,ENSG00000164087
GALNT8,Q9NY28,606250,ENSG00000130035
SARM1,Q6SZW1,607732,ENSG00000004139
NECAP2,Q9NVZ3-2,611624,ENSG00000157191
NECAP2,Q9NVZ3,611624,ENSG00000157191
FLII,Q13045-3,600362,ENSG00000177731
FLII,Q13045-2,600362,ENSG00000177731
GPSM1,Q86YR5,609491,ENSG00000160360
GPSM2,P81274,609245,ENSG00000121957
CHN1,P15882,118423,ENSG00000128656
CHN2,P52757,602857,ENSG00000106069
TRERF1,Q96PN7,610322,ENSG00000124496
SPATS2L,Q9NUQ6-2,613817,ENSG00000196141
SPATS2L,B4DT67,613817,ENSG00000196141
AQR,O60306,610548,ENSG00000021776
RRP12,Q5JTH9,617723,ENSG00000052749
TRRAP,Q9Y4A5,603015,ENSG00000196367
TIA1,P31483,603518,ENSG00000116001
TIAL1,Q01085-2,603413,ENSG00000151923
RIPK2,O43353,603455,ENSG00000104312
CAMK4,Q16566,114080,ENSG00000152495
EMC2,Q15006,607722,ENSG00000104412
YWHAE,P62258,605066,ENSG00000108953
SFN,P31947,601290,ENSG00000175793
YWHAB,P31946,601289,ENSG00000166913
YWHAZ,P63104,601288,ENSG00000164924
YWHAQ,P27348,609009,ENSG00000134308
YWHAG,P61981,605356,ENSG00000170027
YWHAH,Q04917,113508,ENSG00000128245
ITGA10,O75578,604042,ENSG00000143127
NPTXR,O95502,609474,ENSG00000221890
LRSAM1,Q6UWE0,610933,ENSG00000148356
LMAN1,P49257,601567,ENSG00000074695
LRBA,P50851,606453,ENSG00000198589
NBEA,Q8NFP9,604889,ENSG00000172915
ITIH5,Q86UX2,609783,ENSG00000123243
BOK,Q9UMX3,605404,ENSG00000176720
CPT1A,P50416,600528,ENSG00000110090
AP5B1,Q2VPB7,614367,ENSG00000254470
DFFA,O00273,601882,ENSG00000160049
KRT3,J3QST3,148043,ENSG00000186442
NEFL,P07196,162280,ENSG00000277586
PRPH,P41219,170710,ENSG00000135406
PRPH,H7C5W5,170710,ENSG00000135406
DES,P17661,125660,ENSG00000175084
GFAP,P14136-3,137780,ENSG00000131095
NEFM,P07197,162250,ENSG00000104722
KRT8,F8W1U3,148060,ENSG00000170421
INA,Q16352,605338,ENSG00000148798
NEFH,P12036,162230,ENSG00000100285
VIM,P08670,193060,ENSG00000026025
GAR1,Q9NY12-2,606468,ENSG00000109534
KRT72,B4DXK4,608246,ENSG00000170486
SRRM2,Q9UQ35,606032,ENSG00000167978
SDHA,P31040,600857,ENSG00000073578
ALPK1,Q96QP1,607347,ENSG00000073331
EFR3B,Q9Y2G0,616797,ENSG00000084710
EFR3A,Q14156,611798,ENSG00000132294
LGALS3BP,Q08380,600626,ENSG00000108679
SLC25A19,Q9HC21,606521,ENSG00000125454
ULK1,O75385,603168,ENSG00000177169
DPYD,Q12882,612779,ENSG00000188641
MLLT1,Q03111,159556,ENSG00000130382
CBX8,Q9HC52,617354,ENSG00000141570
VPS51,Q9UID3,615738,ENSG00000149823
AARS2,Q5JTZ9,612035,ENSG00000124608
XPO7,Q9UIA9,606140,ENSG00000130227
RANBP17,Q9H2T7,606141,ENSG00000204764
ARSD,P51689,300002,ENSG00000006756
STS,P08842,300747,ENSG00000101846
SMC6,Q96SB8,609387,ENSG00000163029
GAPDH,P04406,138400,ENSG00000111640
GAPDHS,O14556,609169,ENSG00000105679
MAPT,P10636-9,157140,ENSG00000186868
MAPT,P10636-2,157140,ENSG00000186868
MAPT,P10636-8,157140,ENSG00000186868
ANO6,Q4KMQ2-2,608663,ENSG00000177119
SCAF4,O95104,616023,ENSG00000156304
SCAF8,Q9UPN6,616024,ENSG00000213079
CPSF6,Q16630-2,604979,ENSG00000111605
PKHD1L1,Q86WI1,607843,ENSG00000205038
TUBGCP6,Q96RT7,610053,ENSG00000128159
RAI1,Q7Z5J4,607642,ENSG00000108557
TCF20,Q9UGU0,603107,ENSG00000100207
IGSF3,O75054-2,603491,ENSG00000143061
EPG5,Q9HCE0,615068,ENSG00000152223
COMMD3,Q9UBI1,616700,ENSG00000148444
PCGF2,P35227,600346,ENSG00000277258
DDX42,Q86XP3,613369,ENSG00000198231
NKX3-1,Q99801,602041,ENSG00000167034
HOXD9,P28356,142982,ENSG00000128709
HOXB6,P17509,142961,ENSG00000108511
NKX2-1,P43699-3,600635,ENSG00000136352
MNX1,P50219,142994,ENSG00000130675
HOXB7,P09629,142962,ENSG00000260027
HOXC10,Q9NYD6,605560,ENSG00000180818
DLX3,O60479,600525,ENSG00000064195
DLX2,Q07687,126255,ENSG00000115844
DLX6,P56179-3,600030,ENSG00000006377
DLX5,P56178,600028,ENSG00000105880
DLX1,P56177,600029,ENSG00000144355
CDX2,Q99626,600297,ENSG00000165556
HOXB9,P17482,142964,ENSG00000170689
HOXC8,P31273,142970,ENSG00000037965
HOXB4,P17483,142965,ENSG00000182742
HOXB8,P17481,142963,ENSG00000120068
PDX1,P52945,600733,ENSG00000139515
NKX2-2,O95096,604612,ENSG00000125820
HOXC12,P31275,142975,ENSG00000123407
NKX2-5,P52952,600584,ENSG00000183072
HOXA11,P31270,142958,ENSG00000005073
HOXD8,P13378,142985,ENSG00000175879
HOXA10,P31260,142957,ENSG00000253293
NKX2-3,Q8TAU0,606727,ENSG00000119919
HOXD11,P31277,142986,ENSG00000128713
HOXC11,O43248,605559,ENSG00000123388
HOXC4,P09017,142974,ENSG00000198353
MSX2,P35548,123101,ENSG00000120149
HOXA3,O43365,142954,ENSG00000105997
MSX1,P28360,142983,ENSG00000163132
CDX1,P47902,600746,ENSG00000113722
NCAM1,P13591,116930,ENSG00000149294
STK39,Q9UEW8,607648,ENSG00000198648
OXSR1,O95747,604046,ENSG00000172939
ALDH3A1,P30838,100660,ENSG00000108602
ALDH3B1,P43353,600466,ENSG00000006534
ALDH3A2,P51648-2,609523,ENSG00000072210
HUWE1,Q7Z6Z7,300697,ENSG00000086758
SAMD4B,Q5PRF9,619231,ENSG00000179134
SAMD4A,Q9UPU9,610747,ENSG00000020577
SRM,P19623,182891,ENSG00000116649
ITGA3,P26006-1,605025,ENSG00000005884
ITGA3,P26006,605025,ENSG00000005884
SMARCD2,Q92925,601736,ENSG00000108604
SMARCD3,Q6STE5,601737,ENSG00000082014
SMARCD1,Q96GM5,601735,ENSG00000066117
MYO19,Q96H55,617379,ENSG00000278259
CLIP2,Q9UDT6,603432,ENSG00000106665
CLIP2,Q9UDT6-2,603432,ENSG00000106665
CLIP1,P30622-1,179838,ENSG00000130779
CLIP1,P30622-2,179838,ENSG00000130779
WDR81,Q562E7,614218,ENSG00000167716
UBXN6,Q9BZV1,611946,ENSG00000167671
EEF1A1,P68104,130590,ENSG00000156508
EEF1A2,Q05639,602959,ENSG00000101210
NMD3,Q96D46,611021,ENSG00000169251
FRMD4A,Q9P2Q2,616305,ENSG00000151474
FRMD4B,Q9Y2L6,617467,ENSG00000114541
GNL3L,Q9NVN8,300873,ENSG00000130119
GNL3,Q9BVP2,608011,ENSG00000163938
CNOT3,O75175,604910,ENSG00000088038
TOR3A,Q9H497,607555,ENSG00000186283
PPP1R3D,O95685,603326,ENSG00000132825
BAG6,P46379-3,142590,ENSG00000204463
BAG6,F6XTU0,142590,ENSG00000204463
FARSB,Q9NSD9,609690,ENSG00000116120
DERA,Q9Y315,619668,ENSG00000023697
TFE3,P19532,314310,ENSG00000068323
MITF,O75030,156845,ENSG00000187098
MITF,O75030-6,156845,ENSG00000187098
TFEB,P19484,600744,ENSG00000112561
BCL2L2,Q92843-2,601931,ENSG00000129473
PABPN1,Q86U42,602279,ENSG00000100836
RNF40,O75150,607700,ENSG00000103549
CEP104,O60308,616690,ENSG00000116198
RNF20,Q5VTR2,607699,ENSG00000155827
TSPYL5,Q86VY4,614721,ENSG00000180543
TACSTD2,P09758,137290,ENSG00000184292
NOX1,Q9Y5S8,300225,ENSG00000007952
MED12,Q93074-2,300188,ENSG00000184634
MED12L,Q86YW9,611318,ENSG00000144893
EPS8L1,Q8TE68,614987,ENSG00000131037
EPS8L1,Q8TE68-3,614987,ENSG00000131037
TULP4,Q9NRJ4,619442,ENSG00000130338
SH2D3C,Q8N5H7,604722,ENSG00000095370
SPAG9,O60271,605430,ENSG00000008294
MAPK8IP3,Q9UPT6,605431,ENSG00000138834
DNAJC2,Q99543,605502,ENSG00000105821
ATP6V1D,Q9Y5K8,609398,ENSG00000100554
DDX20,Q9UHI6,606168,ENSG00000064703
SLC2A5,P22732,138230,ENSG00000142583
GART,P22102,138440,ENSG00000159131
HSPA14,Q0VDF9,610369,ENSG00000187522
STARD13,Q9Y3M8,609866,ENSG00000133121
DLC1,E9PDZ8,604258,ENSG00000164741
STT3B,Q8TCJ2,608605,ENSG00000163527
STT3A,P46977,601134,ENSG00000134910
TBC1D10B,Q4KMP7,613620,ENSG00000169221
TBC1D10A,Q9BXI6,610020,ENSG00000099992
RRP1,P56182,610653,ENSG00000160214
CCDC120,Q96HB5-3,300947,ENSG00000147144
GOLPH3,Q9H4A6,612207,ENSG00000113384
GOLPH3L,Q9H4A5,612208,ENSG00000143457
DDX1,Q92499,601257,ENSG00000079785
GNPDA1,P46926,601798,ENSG00000113552
GNPDA2,Q8TDQ7,613222,ENSG00000163281
IGFN1,Q86VF2-5,617309,ENSG00000163395
SOX12,O15370,601947,ENSG00000177732
LRRC47,Q8N1G4,619154,ENSG00000130764
CAMKMT,Q7Z624,609559,ENSG00000143919
CTSW,P56202,602364,ENSG00000172543
KCTD17,Q8N5Z5,616386,ENSG00000100379
HPDL,Q96IR7,618994,ENSG00000186603
LAP3,P28838,170250,ENSG00000002549
CYP2U1,Q7Z449,610670,ENSG00000155016
CDC5L,Q99459,602868,ENSG00000096401
ADSL,P30566,608222,ENSG00000239900
RAP1GAP,P47736-4,600278,ENSG00000076864
RAP1GAP2,Q684P5,618714,ENSG00000132359
RPL7A,P62424,185640,ENSG00000148303
TMA7,Q9Y2S6,615808,ENSG00000232112
GTF3C1,Q12789,603246,ENSG00000077235
SF3B1,O75533,605590,ENSG00000115524
RPS6KB2,Q9UBS0,608939,ENSG00000175634
AKT2,P31751,164731,ENSG00000105221
AKT1,P31749,164730,ENSG00000142208
AKT3,Q9Y243,611223,ENSG00000117020
RPS6KB1,P23443,608938,ENSG00000108443
HERC2,O95714,605837,ENSG00000128731
ESRRA,P11474,601998,ENSG00000173153
ESRRB,O95718,602167,ENSG00000119715
ANKS6,Q68DC2-4,615370,ENSG00000165138
CHTF8,P0CG12,613202,ENSG00000168802
CHTF8,P0CG13,613202,ENSG00000168802
COL15A1,P39059,120325,ENSG00000204291
BCL3,P20749,109560,ENSG00000069399
CENPB,P07199,117140,ENSG00000125817
ERC1,Q8IUD2,607127,ENSG00000082805
SREBF1,P36956-4,184756,ENSG00000072310
SREBF2,Q12772,600481,ENSG00000198911
SMAD4,Q13485,600993,ENSG00000141646
MLPH,Q9BV36-2,606526,ENSG00000115648
MLPH,Q9BV36-3,606526,ENSG00000115648
TARS2,Q9BW92,612805,ENSG00000143374
ITPR3,Q14573,147267,ENSG00000096433
ITPR1,G5E9P1,147265,ENSG00000150995
ITPR2,Q14571,600144,ENSG00000123104
ZNF593,O00488,616698,ENSG00000142684
EIF2B5,Q13144,603945,ENSG00000145191
HGSNAT,Q68CP4,610453,ENSG00000165102
MYO9B,Q13459,602129,ENSG00000099331
MYO9A,B2RTY4-4,604875,ENSG00000066933
SAP30,O75446,603378,ENSG00000164105
TOMM34,Q15785,616049,ENSG00000025772
HMCN1,Q96RW7,608548,ENSG00000143341
ZNF512B,Q96KM6,617886,ENSG00000196700
MACROD2,A1Z1Q3,611567,ENSG00000172264
PARP14,Q460N5,610028,ENSG00000173193
C9orf64,Q5T6V5,611342,ENSG00000165118
AMER2,Q8N7J2,614659,ENSG00000165566
MACROD1,Q9BQ69,610400,ENSG00000133315
PSMB1,P20618,602017,ENSG00000008018
PEX7,O00628,601757,ENSG00000112357
DGKZ,Q13574,601441,ENSG00000149091
PDSS2,Q86YH6,610564,ENSG00000164494
HMGN5,P82970,300385,ENSG00000198157
GAK,O14976,602052,ENSG00000178950
SLC39A4,Q6P5W5,607059,ENSG00000147804
OPA1,O60313-2,605290,ENSG00000198836
CYB5R4,Q7L1T6,608343,ENSG00000065615
AMACR,Q9UHK6-5,604489,ENSG00000242110
